fact,explanation,action,gen_time
"[0.23527709, 1.1978022, 0.12623122, -0.13767427, 0.039037142, 0.009904007, 0.0, 0.0]","[-0.010260964, 1.4192638, -0.5193254, 0.19248976, 0.011737824, 0.115829326, 0.0, 0.0]",2,38.691466093063354
"[0.038312625, 0.99434483, -0.13600188, -0.1291266, 1.1561488e-06, 0.0043554315, 0.0, 0.0]","[-0.0049354555, 1.4204817, -0.24961631, 0.19962858, 0.0056639137, 0.055961996, 0.0, 0.0]",2,33.529581785202026
"[0.28267956, 1.2273281, 0.5223378, 0.15043537, 0.19393031, 0.14859504, 0.0, 0.0]","[0.004036999, 1.428674, 0.20416418, 0.38167444, -0.004620407, -0.045767628, 0.0, 0.0]",0,9.708019018173218
"[0.13369627, 1.4510827, 0.4845051, -0.17430924, 0.07996815, 0.19806199, 0.0, 0.0]","[-0.0028321266, 1.3909429, -0.1366803, -0.43365467, 0.0041357293, 0.048064474, 0.0, 0.0]",3,130.83324456214905
"[-0.2941811, 1.1114969, -0.045898143, -0.041772295, -0.02546528, 0.005632185, 0.0, 0.0]","[0.012290001, 1.3967445, 0.6155797, -0.32807192, -0.01216403, -0.10009167, 0.0, 0.0]",2,55.306978940963745
"[0.010431576, 0.66381925, 0.034467954, -0.03779368, 0.0013665495, -0.02925024, 0.0, 0.0]","[-0.007998181, 1.3898492, -0.4113513, -0.48101187, 0.011365987, 0.1355806, 0.0, 0.0]",2,61.75359797477722
"[-3.643036e-05, 1.4037074, 0.00516414, -0.03522683, 0.004017457, 0.006543018, 0.0, 0.0]","[0.0021841049, 1.4303148, 0.11772742, 0.4181326, -0.004832724, -0.072616115, 0.0, 0.0]",2,43.06296396255493
"[0.31152648, 0.9848924, 0.07986734, 0.03418481, 0.08448509, -0.23762956, 0.0, 0.0]","[-0.009732341, 1.4263417, -0.4976933, 0.34718964, 0.0104458, 0.097440615, 0.0, 0.0]",2,54.72069835662842
"[0.364731, 1.257627, 0.21420386, -0.10045954, 0.087715864, -0.01960161, 0.0, 0.0]","[0.00067625043, 1.4210371, 0.034382716, 0.23505154, -0.0007447498, -0.007241263, 0.0, 0.0]",2,29.663751363754272
"[-0.24068666, 1.1142927, 0.048712935, -0.047308404, 0.008000851, 0.038623266, 0.0, 0.0]","[0.014970303, 1.3943188, 0.7527968, -0.36418834, -0.017754044, -0.18064055, 0.0, 0.0]",2,34.74987173080444
"[0.19589606, 0.780767, 0.02793787, -0.028745662, 0.021750297, 0.0065759225, 0.0, 0.0]","[-0.0086719515, 1.4337679, -0.4331235, 0.5071027, 0.010686494, 0.11170249, 0.0, 0.0]",2,55.48547959327698
"[-0.09091969, 0.6596273, 0.048947155, -0.040527817, 0.012428393, -0.02158609, 0.0, 0.0]","[0.0033135414, 1.4235207, 0.16757472, 0.26716506, -0.0037911776, -0.037565477, 0.0, 0.0]",2,51.84852862358093
"[-0.30959845, 1.1890278, -0.048162397, -0.042535003, -0.009819696, -0.0027558685, 0.0, 0.0]","[-0.008693886, 1.4269657, -0.439696, 0.3436982, 0.009971852, 0.098575495, 0.0, 0.0]",2,37.210450887680054
"[-0.040155508, 0.8398594, -0.11574098, -0.08262861, -0.017736532, -0.030044219, 0.0, 0.0]","[0.00038003922, 1.429138, 0.01653127, 0.41694817, -0.00078902714, -0.010811349, 0.0, 0.0]",0,4.556552886962891
"[-0.05163927, 1.0771768, 0.0632284, -0.06809162, 0.0010206993, -0.017131776, 0.0, 0.0]","[-0.009362412, 1.3878757, -0.47676688, -0.5048994, 0.010318907, 0.098615944, 0.0, 0.0]",2,50.21309733390808
"[-0.23151645, 0.8640318, 0.04821539, 0.009094829, 0.0898624, -0.12012813, 0.0, 0.0]","[-0.010608864, 1.4199436, -0.53654665, 0.18764351, 0.012166803, 0.12028708, 0.0, 0.0]",0,7.636025905609131
"[-0.08641491, 0.6223585, -0.028747654, -0.049916074, -0.01096763, -0.09001953, 0.0, 0.0]","[-0.014440251, 1.386306, -0.7303268, -0.55983967, 0.016558284, 0.1637254, 0.0, 0.0]",2,45.65886831283569
"[-0.107713796, 0.91609955, 0.0019143295, 0.0038733955, -0.0075897276, 0.009343205, 0.0, 0.0]","[-0.0023596764, 1.3949869, -0.1252879, -0.3437546, 0.0019216621, 0.012503967, 0.0, 0.0]",0,6.71867823600769
"[-0.27648205, 1.2083397, 0.04098683, -0.05341472, 0.03420419, -0.057073973, 0.0, 0.0]","[-0.0042214394, 1.4251498, -0.213501, 0.30335617, 0.004845461, 0.0478662, 0.0, 0.0]",2,43.487619161605835
"[-0.30162364, 0.74998343, -0.017420404, -0.040720657, -0.012508856, 0.017783515, 0.0, 0.0]","[-0.005530262, 1.4076127, -0.27277786, -0.08649886, 0.004126918, 0.017256126, 0.0, 0.0]",2,59.60301160812378
"[-0.18797246, 1.2393591, -0.12174727, -0.04827027, -0.15890865, 0.1957805, 0.0, 0.0]","[-0.0051029203, 1.420296, -0.26507533, 0.22722621, 0.004936452, 0.041284263, 0.0, 0.0]",2,74.63023567199707
"[0.013022328, 0.5530543, 0.11031196, -0.122658916, 0.01183152, 0.037603226, 0.0, 0.0]","[-0.0012099266, 1.4235802, -0.06721862, 0.3033422, 0.00059246906, -0.0007395289, 0.0, 0.0]",2,54.27428412437439
"[0.31196737, 0.5251139, 0.025530517, -0.019499863, 0.013100843, 0.044322688, 0.0, 0.0]","[0.0036336898, 1.393292, 0.18102297, -0.38253424, -0.004531732, -0.047955927, 0.0, 0.0]",3,84.1926782131195
"[0.18116817, 0.72323686, -0.07800089, 0.024041377, -0.0019217925, -0.0065874634, 0.0, 0.0]","[-0.00960207, 1.3959622, -0.48562676, -0.34524235, 0.011012623, 0.10886884, 0.0, 0.0]",2,42.86203742027283
"[-0.074838735, 0.78663987, -0.15307775, -0.07757786, -0.055336885, -0.030362051, 0.0, 0.0]","[-0.003309536, 1.4057884, -0.16738984, -0.12686893, 0.0038002385, 0.037526198, 0.0, 0.0]",2,58.63091206550598
"[0.17219725, 0.8279786, -0.00524754, 0.033767298, -0.003160036, 0.027114142, 0.0, 0.0]","[0.0010481834, 1.4323299, 0.053003926, 0.46291122, -0.0011945108, -0.011879258, 0.0, 0.0]",3,140.5915641784668
"[-0.15291366, 0.62158173, 0.03442849, -0.04294906, -0.00027808384, 0.0020967403, 0.0, 0.0]","[0.013413238, 1.416425, 0.6850187, 0.13741869, -0.014512748, -0.1367005, 0.0, 0.0]",2,57.724653482437134
"[-0.029601574, 1.4091101, -0.0571553, -0.044649597, -0.01577249, 0.01037861, 0.0, 0.0]","[-0.010485935, 1.4300853, -0.53033173, 0.41301218, 0.0120260175, 0.11889489, 0.0, 0.0]",0,4.417221546173096
"[-0.25317937, 0.6000865, -0.01884538, -0.035973154, 0.004374621, -0.020448845, 0.0, 0.0]","[-0.01002903, 1.4176854, -0.50721824, 0.13747187, 0.011502149, 0.11371213, 0.0, 0.0]",0,7.375195264816284
"[-0.06884708, 1.3714414, -0.65102196, -0.23059724, 0.00944686, -0.062958896, 0.0, 0.0]","[-0.0021030426, 1.4202826, -0.113074385, 0.21975984, 0.0015243607, 0.007731614, 0.0, 0.0]",3,90.63345646858215
"[0.1618989, 0.81048274, 0.031921297, -0.015789669, 0.025576953, -0.00035671002, 0.0, 0.0]","[-0.009771442, 1.3934005, -0.48763323, -0.40188465, 0.009102498, 0.06768595, 0.0, 0.0]",2,65.12726664543152
"[0.20558576, 0.7094978, -0.0013434326, 0.0012680241, 0.004113547, -0.011113099, 0.0, 0.0]","[-0.01180315, 1.4258709, -0.5913725, 0.31940028, 0.01174826, 0.09721339, 0.0, 0.0]",2,45.92786383628845
"[0.075195506, 0.85055727, 0.20318475, -0.040054694, 0.06418204, 0.081188746, 0.0, 0.0]","[0.0035591125, 1.4323297, 0.17510964, 0.48827285, -0.004734198, -0.05230965, 0.0, 0.0]",2,28.26221990585327
"[-0.25754872, 0.64566654, -0.08505668, -0.061617512, -0.03814552, 0.08913676, 0.0, 0.0]","[-0.013897991, 1.4344352, -0.6961845, 0.54441655, 0.016879827, 0.17468375, 0.0, 0.0]",2,59.269681453704834
"[-0.2583925, 0.8018084, -0.051411897, -0.00238494, 0.0023979794, 0.041515656, 0.0, 0.0]","[-0.0024147034, 1.4038309, -0.12213586, -0.17037185, 0.002774613, 0.02738071, 0.0, 0.0]",3,133.84045577049255
"[0.15139303, 0.7311137, -0.06439613, 0.050439548, -0.005558608, -0.0074757403, 0.0, 0.0]","[-0.0042251586, 1.417649, -0.21368971, 0.13668327, 0.004849679, 0.04790751, 0.0, 0.0]",0,8.739838600158691
"[0.12666473, 0.63301235, -0.10988991, 0.0113225, -0.0064041433, -0.007093858, 0.0, 0.0]","[-0.01251564, 1.4267284, -0.6326268, 0.3605713, 0.014425941, 0.14327833, 0.0, 0.0]",2,42.58675026893616
"[-0.02946062, 0.6006965, -0.017271468, -0.061220396, -0.0067825275, -0.023430265, 0.0, 0.0]","[0.011394787, 1.4032071, 0.58067095, -0.16543068, -0.012487639, -0.11899871, 0.0, 0.0]",2,47.185139656066895
"[0.18703938, 0.8285131, 0.042118695, 0.010931113, 0.03098627, 0.016099114, 0.0, 0.0]","[-0.010858918, 1.3953371, -0.54373735, -0.35914394, 0.010704247, 0.08729255, 0.0, 0.0]",0,5.568934202194214
"[-0.121885106, 0.7944796, 0.033719026, -0.033528823, 0.0070801363, 0.037845917, 0.0, 0.0]","[-0.011979008, 1.4151254, -0.39090127, 0.035484992, 0.0073922817, 0.004960774, 0.0, 0.0]",2,35.850794553756714
"[0.17669344, 0.6996557, -0.025966931, 0.04488827, 0.00049347524, 0.017645182, 0.0, 0.0]","[0.014616966, 1.3944387, 0.7447724, -0.37905258, -0.018520257, -0.2020444, 0.0, 0.0]",3,96.12063264846802
"[0.15182105, 1.0862145, 0.38589126, -0.28735626, 0.018649163, 0.0832091, 0.0, 0.0]","[-0.018155193, 1.4409184, -0.602693, 0.43637502, 0.020178622, 0.11193639, 0.0, 0.0]",0,7.459148645401001
"[-0.23307066, 1.2460729, -0.21543857, 0.026596721, -0.21037266, -0.068541765, 0.0, 0.0]","[-0.0026438714, 1.4249345, -0.13372429, 0.29857683, 0.0030373961, 0.02998145, 0.0, 0.0]",2,57.306416034698486
